2014,683,533,872,2538,2139,2986,2620,2243,2989,NA,SalemCounty,combined,combined
2015,671,504,876,2580,2091,3149,2773,2347,3249,NA,SalemCounty,combined,combined
2016,620,471,792,2611,2197,3101,2664,2237,3073,NA,SalemCounty,combined,combined
2017,717,545,929,3154,2634,3697,2903,2526,3326,NA,SalemCounty,combined,combined
2018,817,587,1133,3436,2683,4268,3139,2594,3752,NA,SalemCounty,combined,combined
2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,NA,SalemCounty,combined,combined
2020,619,375,952,2345,1530,3317,2697,1883,3619,NA,SalemCounty,combined,combined
2021,658,426,939,2589,1769,3530,2703,1912,3568,NA,SalemCounty,combined,combined
2004,2497,1937,3143,6548,5060,8100,4490,3565,5555,NA,SomersetCounty,combined,combined
2005,2314,1600,3120,6760,5110,8608,4287,3247,5429,NA,SomersetCounty,combined,combined
2006,2214,1783,2700,6819,5498,8190,4386,3579,5233,NA,SomersetCounty,combined,combined
2007,2430,1931,3093,7780,6268,9740,4986,4061,6170,NA,SomersetCounty,combined,combined
2008,2480,2010,3013,8079,6620,9585,5251,4336,6189,NA,SomersetCounty,combined,combined
2009,2720,2149,3306,8535,6863,10169,5681,4643,6711,NA,SomersetCounty,combined,combined
2010,2084,1518,2787,7470,5733,9381,4635,3588,5810,NA,SomersetCounty,combined,combined
2011,2637,2058,3314,8954,7117,11088,5874,4729,7150,NA,SomersetCounty,combined,combined
2012,2880,2373,3415,10747,8979,12509,7261,6133,8365,NA,SomersetCounty,combined,combined
2013,2311,1748,3048,9552,7643,11722,7123,5747,8582,NA,SomersetCounty,combined,combined
2014,2481,1888,3135,10113,8349,11980,7871,6539,9379,NA,SomersetCounty,combined,combined
2015,2359,1687,3137,9747,7634,11948,8468,6823,10298,NA,SomersetCounty,combined,combined
2016,2379,1749,3125,10054,8110,12400,8461,6852,10318,NA,SomersetCounty,combined,combined
2017,1987,1413,2657,8456,6602,10386,7599,6148,9278,NA,SomersetCounty,combined,combined
2018,2067,1434,2811,9254,6986,11874,7339,5453,9300,NA,SomersetCounty,combined,combined
2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,NA,SomersetCounty,combined,combined
2020,2177,1531,3047,9211,6867,12266,8266,6333,10504,NA,SomersetCounty,combined,combined
2021,2326,1734,2966,10334,7838,13014,8587,6639,10555,NA,SomersetCounty,combined,combined
2004,1072,763,1461,3570,2575,4823,1926,1423,2500,NA,SussexCounty,combined,combined
2005,1095,783,1486,3979,3077,5214,1982,1484,2581,NA,SussexCounty,combined,combined
2006,1213,983,1474,4261,3523,5089,2308,1932,2736,NA,SussexCounty,combined,combined
2007,1213,949,1473,4508,3584,5376,2427,1964,2862,NA,SussexCounty,combined,combined
2008,1341,1100,1606,4952,4138,5877,2722,2307,3187,NA,SussexCounty,combined,combined
2009,1183,930,1437,4591,3665,5515,2681,2163,3196,NA,SussexCounty,combined,combined
2010,1152,807,1586,4610,3588,5727,2787,2141,3411,NA,SussexCounty,combined,combined
2011,1124,880,1387,4642,3718,5646,2854,2316,3428,NA,SussexCounty,combined,combined
2012,1168,967,1376,5276,4435,6095,3465,2945,3958,NA,SussexCounty,combined,combined
2013,908,618,1279,4414,3473,5521,3308,2678,4011,NA,SussexCounty,combined,combined
2014,856,629,1143,4588,3726,5513,3202,2545,3888,NA,SussexCounty,combined,combined
2015,819,587,1102,4471,3544,5632,3419,2778,4182,NA,SussexCounty,combined,combined
2016,789,581,1034,4116,3238,5021,3529,2806,4232,NA,SussexCounty,combined,combined
2017,886,604,1245,4848,3877,5950,4059,3297,4877,NA,SussexCounty,combined,combined
2018,971,647,1410,5388,4005,6930,4116,3207,5215,NA,SussexCounty,combined,combined
2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,NA,SussexCounty,combined,combined
2020,1072,669,1570,5047,3498,6960,4695,3259,6252,NA,SussexCounty,combined,combined
2021,1067,758,1443,5083,3760,6670,4734,3550,6071,NA,SussexCounty,combined,combined
2004,4259,3381,5373,10883,8738,13220,8821,7195,10660,NA,UnionCounty,combined,combined
2005,4495,3378,5880,11621,9155,14530,9104,7164,11342,NA,UnionCounty,combined,combined
2006,4746,3923,5671,13441,11327,15788,9898,8413,11551,NA,UnionCounty,combined,combined
2007,4973,3950,6103,14628,11888,17641,10474,8589,12463,NA,UnionCounty,combined,combined
2008,5454,4587,6562,16128,13703,19110,11324,9703,13264,NA,UnionCounty,combined,combined
2009,5045,4043,6070,13962,11358,16595,10184,8371,12017,NA,UnionCounty,combined,combined
2010,6109,4538,7868,16162,13170,19588,11763,9390,14303,NA,UnionCounty,combined,combined
2011,4972,3994,6085,14104,11540,16978,10039,8314,11967,NA,UnionCounty,combined,combined
2012,5407,4449,6527,16775,14039,19797,12062,10189,14100,NA,UnionCounty,combined,combined
2013,4302,3214,5512,14414,11516,17672,11245,9098,13523,NA,UnionCounty,combined,combined
2014,4299,3328,5456,14901,12210,17632,11492,9584,13683,NA,UnionCounty,combined,combined
2015,4702,3506,6138,15985,12937,19344,13162,10822,15828,NA,UnionCounty,combined,combined
2016,4830,3727,6129,17264,13965,20949,14605,12094,17578,NA,UnionCounty,combined,combined
2017,4354,3270,5692,15288,12370,18672,13885,11421,16368,NA,UnionCounty,combined,combined
2018,4318,2997,5786,15940,12104,20292,13532,10503,16792,NA,UnionCounty,combined,combined
2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,NA,UnionCounty,combined,combined
2020,4047,2897,5479,15489,11937,19378,13890,11056,17349,NA,UnionCounty,combined,combined
2021,5191,4136,6337,19486,16082,23319,15814,13171,18784,NA,UnionCounty,combined,combined
2004,848,594,1158,2404,1739,3127,1965,1483,2536,NA,WarrenCounty,combined,combined
2005,1100,775,1526,2469,1826,3227,2142,1608,2744,NA,WarrenCounty,combined,combined
2006,964,780,1188,2893,2364,3489,2230,1854,2673,NA,WarrenCounty,combined,combined
2007,1034,842,1273,3269,2719,3995,2470,2079,2955,NA,WarrenCounty,combined,combined
2008,1036,854,1239,3294,2771,3853,2522,2144,2923,NA,WarrenCounty,combined,combined
2009,889,723,1070,3127,2579,3712,2285,1913,2668,NA,WarrenCounty,combined,combined
2010,927,686,1246,3348,2577,4176,2775,2209,3345,NA,WarrenCounty,combined,combined
2011,1010,800,1241,3683,2998,4416,2696,2217,3198,NA,WarrenCounty,combined,combined
2012,863,702,1049,3483,2894,4125,2692,2264,3160,NA,WarrenCounty,combined,combined
2013,727,526,1010,3165,2509,3891,2700,2169,3342,NA,WarrenCounty,combined,combined
2014,789,568,1040,3630,2862,4480,2994,2430,3546,NA,WarrenCounty,combined,combined
2015,713,503,964,3464,2779,4253,3113,2487,3751,NA,WarrenCounty,combined,combined
2016,686,505,897,3419,2730,4194,3160,2634,3719,NA,WarrenCounty,combined,combined
2017,721,509,996,3724,2950,4612,3330,2747,3938,NA,WarrenCounty,combined,combined
2018,767,530,1124,3902,2962,5017,3353,2606,4155,NA,WarrenCounty,combined,combined
2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,NA,WarrenCounty,combined,combined
2020,675,422,992,3188,2095,4344,3064,2052,4110,NA,WarrenCounty,combined,combined
2021,966,678,1298,4375,3246,5696,4179,3166,5295,NA,WarrenCounty,combined,combined
